media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source,label_3class
Mid Coast Times,http://midcoasttimes.com,mediascopeAll/Mid_Coast_Times.png,2026-06-20 21:02:12,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Mid Valley Reporter,http://midvalleyreporter.com,mediascopeAll/Mid_Valley_Reporter.png,2026-06-20 20:14:58,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Military Review,http://topwar.ru,mediascopeAll/Military_Review.png,2026-06-20 22:23:04,Russia,MIXED,,RIGHT,Questionable Source,MIXED
Military Watch Magazine,http://militarywatchmagazine.com,mediascopeAll/Military_Watch_Magazine.png,2026-06-20 22:07:34,Unknown,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Mint Press News,http://www.mintpressnews.com,mediascopeAll/Mint_Press_News.png,2026-06-20 22:29:55,USA,LOW,,LEFT,Questionable Source,LOW
Mississippi Business Daily,http://msbusinessdaily.com,mediascopeAll/Mississippi_Business_Daily.png,2026-06-20 21:33:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Missouri Business Daily,http://mobusinessdaily.com,mediascopeAll/Missouri_Business_Daily.png,2026-06-20 22:03:18,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Montgomery News,http://montgomerymdnews.com,mediascopeAll/Montgomery_News.png,2026-06-20 19:13:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
MoonBattery,http://moonbattery.com,mediascopeAll/MoonBattery.png,2026-06-20 21:41:14,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Moon of Alabama,http://www.moonofalabama.org,mediascopeAll/Moon_of_Alabama.png,2026-06-20 22:03:43,USA,LOW,,LEFT,Questionable Source,LOW
Morgantown Daily News,http://morgantowndailynews.com,mediascopeAll/Morgantown_Daily_News.png,2026-06-20 20:42:31,USA,MIXED,,LEAST BIASED,Questionable Source,MIXED
Morristown Times,http://morristowntimes.com,mediascopeAll/Morristown_Times.png,2026-06-20 20:24:54,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Muncie Reporter,http://munciereporter.com,mediascopeAll/Muncie_Reporter.png,2026-06-20 22:23:58,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Murmansk News,http://murmansk-news.net,mediascopeAll/Murmansk_News.png,2026-06-20 21:39:10,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Muskegon Sun,http://Muskegonsun.com,mediascopeAll/Muskegon_Sun.png,2026-06-20 20:53:07,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Mutembei TV –,http://mutembeitv.com,mediascopeAll/Mutembei_TV.png,2026-06-20 21:40:36,Kenya,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NAO News,http://nao-news.net,mediascopeAll/NAO_News.png,2026-06-20 20:32:21,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
NC Indiana News,http://ncindiananews.com,mediascopeAll/NC_Indiana_News.png,2026-06-20 19:21:53,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NC South Carolina Times,http://ncsctimes.com,mediascopeAll/NC_South_Carolina_Times.png,2026-06-20 20:13:14,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NC Tennessee News,http://nctennnews.com,mediascopeAll/NC_Tennessee_News.png,2026-06-20 21:15:19,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NE Colorado News,http://necoloradonews.com,mediascopeAll/NE_Colorado_News.png,2026-06-20 20:15:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NE Mississippi News,http://nemissnews.com,mediascopeAll/NE_Mississippi_News.png,2026-06-20 19:11:52,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NE Nashville News,http://nenashvillenews.com,mediascopeAll/NE_Nashville_News.png,2026-06-20 21:03:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NK News,http://nk-news.ru,mediascopeAll/NK_News.png,2026-06-20 22:13:00,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
NTD.TV (New Tang Dynasty),http://www.ntd.tv,mediascopeAll/NTD.TV_New_Tang_Dynasty.png,2026-06-20 19:48:40,USA,MIXED,,RIGHT,Questionable Source,MIXED
Nabchelny News,http://nabchelny-news.ru,mediascopeAll/Nabchelny_News.png,2026-06-20 20:55:03,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Nalchik News,http://nalchik-news.net,mediascopeAll/Nalchik_News.png,2026-06-20 19:49:54,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
National Insiders,http://nationalinsiders.com,mediascopeAll/National_Insiders.png,2026-06-20 22:16:48,USA,LOW,,RIGHT,Questionable Source,LOW
National Rifle Association,http://home.nra.org,mediascopeAll/National_Rifle_Association.png,2026-06-20 21:15:56,USA,MIXED,,RIGHT,Questionable Source,MIXED
National Right to Life Committee,http://nrlc.org,mediascopeAll/National_Right_to_Life_Committee.png,2026-06-20 20:51:50,USA,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
National Vanguard,http://nationalvanguard.org,mediascopeAll/National_Vanguard.png,2026-06-20 21:24:13,USA,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
National Zero,http://nationalzero.com,mediascopeAll/National_Zero.png,2026-06-20 21:29:08,USA,MIXED,,LEFT,Questionable Source,MIXED
Naugatuck Times,http://naugatucktimes.com,mediascopeAll/Naugatuck_Times.png,2026-06-20 21:50:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Nebraska Business Daily,http://nebraskabusinessdaily.com,mediascopeAll/Nebraska_Business_Daily.png,2026-06-20 21:56:15,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
NetEase,http://163.com,mediascopeAll/NetEase.png,2026-06-20 22:05:21,China,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Net Zero Watch,http://netzerowatch.com,mediascopeAll/Net_Zero_Watch.png,2026-06-20 20:26:28,United Kingdom,LOW,,RIGHT,Questionable Source,LOW
Nevada Business Daily,http://nvbusinessdaily.com,mediascopeAll/Nevada_Business_Daily.png,2026-06-20 19:11:41,,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
New Jersey Business Daily,http://njbusinessdaily.com,mediascopeAll/New_Jersey_Business_Daily.png,2026-06-20 21:51:30,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
New Mexico Business Daily –,http://nmbusinessdaily.com,mediascopeAll/New_Mexico_Business_Daily.png,2026-06-20 22:27:15,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Newark Reporter,http://newarkreporter.com,mediascopeAll/Newark_Reporter.png,2026-06-20 19:38:31,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
News-Kiev,http://News-Kiev.ru,mediascopeAll/News-Kiev.png,2026-06-20 21:13:47,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
NewsAmmo,http://newsammo.com,mediascopeAll/NewsAmmo.png,2026-06-20 21:15:50,USA,MIXED,,RIGHT,Questionable Source,MIXED
NewsReady,http://newsready.com,mediascopeAll/NewsReady.png,2026-06-20 19:42:18,USA,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
News Blaze,http://newsblaze.com,mediascopeAll/News_Blaze.png,2026-06-20 19:32:03,Australia,MIXED,,EXTREME RIGHT,Questionable Source,MIXED
News Global,http://newsglobal.com,mediascopeAll/News_Global.png,2026-06-20 21:28:44,USA,LOW,,RIGHT,Questionable Source,LOW
News Hour First,http://newshourfirst.com,mediascopeAll/News_Hour_First.png,2026-06-20 20:27:25,USA,LOW,,RIGHT,Questionable Source,LOW
News with Views,http://www.newswithviews.com,mediascopeAll/News_with_Views.png,2026-06-20 22:20:45,USA,LOW,,RIGHT,Questionable Source,LOW
Newsmax,http://www.newsmax.com,mediascopeAll/Newsmax.png,2026-06-20 22:09:40,USA,LOW,,RIGHT,Questionable Source,LOW
Newsner,http://en.newsner.com,mediascopeAll/Newsner.png,2026-06-20 21:47:19,Sweden,VERY LOW,,UNRATED,Questionable Source,LOW
Newsrael,http://newsrael.com,mediascopeAll/Newsrael.png,2026-06-20 21:01:32,Israel,MIXED,,RIGHT,Questionable Source,MIXED
Nikolaev News,http://nikolaev-news.ru,mediascopeAll/Nikolaev_News.png,2026-06-20 20:34:28,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Nola Reporter,http://nolareporter.com,mediascopeAll/Nola_Reporter.png,2026-06-20 20:36:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Nordic Monitor,http://nordicmonitor.com,mediascopeAll/Nordic_Monitor.png,2026-06-20 22:03:45,Sweden,MIXED,,LEFT-CENTER,Questionable Source,MIXED
Norilsk News,http://norilsk-news.ru,mediascopeAll/Norilsk_News.png,2026-06-20 22:25:12,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
North Allegheny News,http://northalleghenynews.com,mediascopeAll/North_Allegheny_News.png,2026-06-20 19:54:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Bluegrass News,http://northbluegrassnews.com,mediascopeAll/North_Bluegrass_News.png,2026-06-20 19:13:52,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Central PA Times,http://ncpatimes.com,mediascopeAll/North_Central_PA_Times.png,2026-06-20 19:29:28,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Chester Today,http://northchestertoday.com,mediascopeAll/North_Chester_Today.png,2026-06-20 22:23:23,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Coast Today,http://northcoasttoday.com,mediascopeAll/North_Coast_Today.png,2026-06-20 20:37:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Delco News,http://northdelconews.com,mediascopeAll/North_Delco_News.png,2026-06-20 20:55:36,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Knoxville News,http://northknoxnews.com,mediascopeAll/North_Knoxville_News.png,2026-06-20 21:23:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Lancaster News,http://northlancasternews.com,mediascopeAll/North_Lancaster_News.png,2026-06-20 20:26:40,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Mecklenburg News,http://northmecklenburgnews.com,mediascopeAll/North_Mecklenburg_News.png,2026-06-20 19:56:29,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Pocono News,http://northpocononews.com,mediascopeAll/North_Pocono_News.png,2026-06-20 21:59:18,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
North Utah News,http://northutahnews.com,mediascopeAll/North_Utah_News.png,2026-06-20 20:27:40,,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Northeast Montana News,http://nemontananews.com,mediascopeAll/Northeast_Montana_News.png,2026-06-20 19:23:03,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Northeast South Dakota News,http://nesdnews.com,mediascopeAll/Northeast_South_Dakota_News.png,2026-06-20 20:39:32,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Northern Tier News,http://northerntiernews.com,mediascopeAll/Northern_Tier_News.png,2026-06-20 20:19:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Northhampton News,http://northhamptonnews.com,mediascopeAll/Northhampton_News.png,2026-06-20 21:55:16,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Northwest PA News,http://nwpanews.com,mediascopeAll/Northwest_PA_News.png,2026-06-20 21:17:15,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Not the Bee,http://notthebee.com,mediascopeAll/Not_the_Bee.png,2026-06-20 20:13:07,USA,MIXED,,RIGHT,Questionable Source,MIXED
Nour News,http://nournews.ir,mediascopeAll/Nour_News.png,2026-06-20 20:35:13,,MIXED,,RIGHT,Questionable Source,MIXED
Now8News,http://now8news.com,mediascopeAll/Now8News.png,2026-06-20 21:12:23,USA,VERY LOW,,UNRATED,Questionable Source,LOW
Nw Iowa News,http://nwiowanews.com,mediascopeAll/Nw_Iowa_News.png,2026-06-20 20:36:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
OKdiario,http://okdiario.com,mediascopeAll/OKdiario.png,2026-06-20 21:47:19,Spain,MIXED,,RIGHT,Questionable Source,MIXED
O’Keefe Media Group,http://okeefemediagroup.com,mediascopeAll/O_Keefe_Media_Group.png,2026-06-20 19:24:57,USA,MIXED,,RIGHT,Questionable Source,MIXED
Objectivist,http://objectivist.co,mediascopeAll/Objectivist.png,2026-06-20 21:02:39,USA,MIXED,,RIGHT,Questionable Source,MIXED
Occidental Dissent,http://occidentaldissent.com,mediascopeAll/Occidental_Dissent.png,2026-06-20 21:20:22,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Ocean State Today,http://oceanstatetoday.com,mediascopeAll/Ocean_State_Today.png,2026-06-20 20:44:33,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Parler,http://parler.com,mediascopeAll/Parler.png,2026-06-20 21:30:46,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Patriot,http://Patriot.Win,mediascopeAll/Patriot.png,2026-06-20 19:15:37,USA,LOW,,RIGHT,Questionable Source,LOW
Patriot Chronicles,http://thepatriotchronicles.com,mediascopeAll/Patriot_Chronicles.png,2026-06-20 19:23:27,USA,MIXED,,RIGHT,Questionable Source,MIXED
Patriot Journal,http://patriotjournal.org,mediascopeAll/Patriot_Journal.png,2026-06-20 21:17:38,USA,MIXED,,RIGHT,Questionable Source,MIXED
Patriot Newsfeed,http://patriotnewsfeed.com,mediascopeAll/Patriot_Newsfeed.png,2026-06-20 22:30:57,USA,MIXED,,RIGHT,Questionable Source,MIXED
Patriot Pulse,http://patriotpulse.net,mediascopeAll/Patriot_Pulse.png,2026-06-20 22:17:22,USA,MIXED,,RIGHT,Questionable Source,MIXED
Patriotic Post,http://patrioticpost.com,mediascopeAll/Patriotic_Post.png,2026-06-20 22:02:25,USA,LOW,,RIGHT,Questionable Source,LOW
Patriotic Viral News,http://patrioticviralnews.com,mediascopeAll/Patriotic_Viral_News.png,2026-06-20 19:22:39,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Pee Dee News,http://peedeenews.com,mediascopeAll/Pee_Dee_News.png,2026-06-20 21:52:10,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pennsylvania Business Daily,http://businessdailynetwork.com/states/pa/,mediascopeAll/Pennsylvania_Business_Daily.png,2026-06-20 20:11:10,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pennsylvania Daily Star,http://pennsylvaniadailystar.com,mediascopeAll/Pennsylvania_Daily_Star.png,2026-06-20 20:58:38,USA,MIXED,,RIGHT,Questionable Source,MIXED
Pennsylvania Record,http://pennrecord.com,mediascopeAll/Pennsylvania_Record.png,2026-06-20 20:04:32,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Perez Hilton,http://perezhilton.com,mediascopeAll/Perez_Hilton.png,2026-06-20 20:51:33,USA,MIXED,,LEFT,Questionable Source,MIXED
Philly Leader,http://phillyleader.com,mediascopeAll/Philly_Leader.png,2026-06-20 20:31:50,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pinal Today,http://pinaltoday.com,mediascopeAll/Pinal_Today.png,2026-06-20 20:40:31,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pine Belt Times,http://pinebelttimes.com,mediascopeAll/Pine_Belt_Times.png,2026-06-20 20:35:56,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pine State News,http://pinestatenews.com,mediascopeAll/Pine_State_News.png,2026-06-20 20:34:10,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Pittsburgh Review,http://pittreview.com,mediascopeAll/Pittsburgh_Review.png,2026-06-20 21:32:26,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Point Report,http://pointreport.org,mediascopeAll/Point_Report.png,2026-06-20 20:37:56,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Political Insider,http://www.thepoliticalinsider.com,mediascopeAll/Political_Insider.png,2026-06-20 20:47:36,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Populist Wire,http://populistwire.com,mediascopeAll/Populist_Wire.png,2026-06-20 19:23:57,USA,LOW,,RIGHT,Questionable Source,LOW
PragerU,http://www.prageru.com,mediascopeAll/PragerU.png,2026-06-20 19:43:58,USA,LOW,,RIGHT,Questionable Source,LOW
Pravda Australia,http://au.news-pravda.com,mediascopeAll/Pravda_Australia.png,2026-06-20 21:11:17,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda DE,http://deutsch.news-pravda.com,mediascopeAll/Pravda_DE.png,2026-06-20 21:19:23,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Danmark,http://denmark.news-pravda.com,mediascopeAll/Pravda_Danmark.png,2026-06-20 19:32:27,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Deutschland,http://germany.news-pravda.com,mediascopeAll/Pravda_Deutschland.png,2026-06-20 19:31:59,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda EN,http://news-pravda.com,mediascopeAll/Pravda_EN.png,2026-06-20 21:45:47,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda ES,http://spanish.news-pravda.com,mediascopeAll/Pravda_ES.png,2026-06-20 20:58:46,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda EU,http://eu.news-pravda.com,mediascopeAll/Pravda_EU.png,2026-06-20 22:25:41,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda FR,http://francais.news-pravda.com,mediascopeAll/Pravda_FR.png,2026-06-20 19:36:45,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda France,http://france.news-pravda.com,mediascopeAll/Pravda_France.png,2026-06-20 22:29:04,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Hungary,http://hungary.news-pravda.com,mediascopeAll/Pravda_Hungary.png,2026-06-20 22:15:57,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Japan,http://japan.news-pravda.com,mediascopeAll/Pravda_Japan.png,2026-06-20 21:22:19,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Polska,http://poland.news-pravda.com,mediascopeAll/Pravda_Polska.png,2026-06-20 20:14:57,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Report,http://pravdareport.com,mediascopeAll/Pravda_Report.png,2026-06-20 19:50:17,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Romania,http://romania.news-pravda.com,mediascopeAll/Pravda_Romania.png,2026-06-21 18:00:03,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Spain,http://spain.news-pravda.com,mediascopeAll/Pravda_Spain.png,2026-06-20 19:14:34,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Trump,http://trump.news-pravda.com,mediascopeAll/Pravda_Trump.png,2026-06-20 21:35:43,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda USA,http://usa.news-pravda.com,mediascopeAll/Pravda_USA.png,2026-06-20 19:11:08,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Pravda Ukraine,http://ua.news-pravda.com,mediascopeAll/Pravda_Ukraine.png,2026-06-20 22:29:14,Russia,VERY LOW,,RIGHT,Questionable Source,LOW
Press California,http://presscalifornia.com,mediascopeAll/Press_California.png,2026-06-20 19:21:53,USA,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
Press Corp,http://presscorp.org,mediascopeAll/Press_Corp.png,2026-06-20 21:19:24,USA,MIXED,,RIGHT,Questionable Source,MIXED
Pro-America News,http://proamericanews.com,mediascopeAll/Pro-America_News.png,2026-06-20 19:35:36,USA,LOW,,RIGHT,Questionable Source,LOW
Pro Trump News,http://protrumpnews.com/,mediascopeAll/Pro_Trump_News.png,2026-06-20 21:43:10,Unknown,LOW,,EXTREME RIGHT,Questionable Source,LOW
Promethean Action,http://prometheanaction.com,mediascopeAll/Promethean_Action.png,2026-06-20 20:22:42,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Proto Thema,http://en.protothema.gr,mediascopeAll/Proto_Thema.png,2026-06-20 20:53:59,Greece,MIXED,,RIGHT,Questionable Source,MIXED
Quds News Network,http://qudsnen.co,mediascopeAll/Quds_News_Network.png,2026-06-20 19:40:21,Palestine,LOW,,LEFT-CENTER,Questionable Source,LOW
Queretaro Post,http://thequeretaropost.com,mediascopeAll/Queretaro_Post.png,2026-06-20 20:17:32,Unknown,MIXED,,LEFT-CENTER,Questionable Source,MIXED
RT DE (RT News Germany),http://de.rt.com,mediascopeAll/RT_DE_RT_News_Germany.png,2026-06-20 19:24:24,Russia,VERY LOW,,RIGHT-CENTER,Questionable Source,LOW
Radar (GaysAgainstGroomers),http://radar.gaysagainstgroomers.com,mediascopeAll/Radar_GaysAgainstGroomers.png,2026-06-20 20:18:50,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Real Science,http://goodsciencing.com,mediascopeAll/Real_Science.png,2026-06-20 20:42:42,Unknown,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
Realitatea,http://Realitatea.net,mediascopeAll/Realitatea.png,2026-06-20 20:45:27,Romania,MIXED,,RIGHT,Questionable Source,MIXED
Red Right Daily,http://redrightdaily.com,mediascopeAll/Red_Right_Daily.png,2026-06-20 20:12:51,USA,MIXED,,RIGHT,Questionable Source,MIXED
Red Right Patriot,http://redrightpatriot.com,mediascopeAll/Red_Right_Patriot.png,2026-06-20 21:56:59,USA,MIXED,,RIGHT,Questionable Source,MIXED
Red State Nation,http://redstatenation.com,mediascopeAll/Red_State_Nation.png,2026-06-20 20:59:25,USA,LOW,,RIGHT,Questionable Source,LOW
Redacted,http://redacted.inc,mediascopeAll/Redacted.png,2026-06-20 21:34:57,Portugal,MIXED,,RIGHT,Questionable Source,MIXED
Reduxx,http://reduxx.info,mediascopeAll/Reduxx.png,2026-06-20 21:58:51,Canada,MIXED,,RIGHT,Questionable Source,MIXED
Report24,http://report24.news,mediascopeAll/Report24.png,2026-06-20 21:53:22,Austria,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
Republic Broadcasting Network,http://republicbroadcasting.org,mediascopeAll/Republic_Broadcasting_Network.png,2026-06-20 20:50:28,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Restricted Republic,http://restrictedrepublic.com,mediascopeAll/Restricted_Republic.png,2026-06-20 21:08:37,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Rhode Island Business Daily,http://businessdailynetwork.com/states/ri,mediascopeAll/Rhode_Island_Business_Daily.png,2026-06-20 20:46:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Right Side Broadcasting Network,http://rsbnetwork.com,mediascopeAll/Right_Side_Broadcasting_Network.png,2026-06-20 21:06:14,USA,LOW,,RIGHT,Questionable Source,LOW
Riposte Laique,http://ripostelaique.com,mediascopeAll/Riposte_Laique.png,2026-06-20 22:04:31,France,VERY LOW,,EXTREME RIGHT,Questionable Source,LOW
Rockford Sun,http://rockfordsun.com,mediascopeAll/Rockford_Sun.png,2026-06-20 21:03:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Rudaw,http://rudaw.net,mediascopeAll/Rudaw.png,2026-06-20 20:16:22,Iraq,MIXED,,LEFT-CENTER,Questionable Source,MIXED
RushLimbaugh,http://RushLimbaugh.com,mediascopeAll/RushLimbaugh.png,2026-06-20 21:55:28,USA,VERY LOW,,RIGHT,Questionable Source,LOW
Rushmore State News,http://rushmorestatenews.com,mediascopeAll/Rushmore_State_News.png,2026-06-20 19:55:17,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Russia News Agency-TASS,http://tass.com,mediascopeAll/Russia_News_Agency-TASS.png,2026-06-20 21:50:16,Russia,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Rutherford Times,http://rutherfordtimes.com,mediascopeAll/Rutherford_Times.png,2026-06-20 20:27:38,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SC Connecticut News,http://scconnnews.com,mediascopeAll/SC_Connecticut_News.png,2026-06-20 22:02:08,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SC Kansas News,http://sckansasnews.com,mediascopeAll/SC_Kansas_News.png,2026-06-20 22:26:48,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SC Tennessee News,http://sctennnews.com,mediascopeAll/SC_Tennessee_News.png,2026-06-20 21:00:08,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SE Georgia News,http://segeorgianews.com,mediascopeAll/SE_Georgia_News.png,2026-06-20 19:19:18,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SE Ohio Times,http://seohiotimes.com,mediascopeAll/SE_Ohio_Times.png,2026-06-20 22:18:22,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SE Tennessee News,http://setennnews.com,mediascopeAll/SE_Tennessee_News.png,2026-06-20 20:18:27,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SW Tennessee News,http://swtennnews.com,mediascopeAll/SW_Tennessee_News.png,2026-06-20 21:36:15,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Sacramento Standard,http://sacramentostandard.com,mediascopeAll/Sacramento_Standard.png,2026-06-20 19:08:31,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Samnytt,http://samnytt.se,mediascopeAll/Samnytt.png,2026-06-20 19:08:34,Sweden,LOW,,EXTREME RIGHT,Questionable Source,LOW
Samtiden,http://samtiden.nu,mediascopeAll/Samtiden.png,2026-06-20 19:08:43,Sweden,LOW,,EXTREME RIGHT,Questionable Source,LOW
San Diego City Wire,http://sandiegocitywire.com,mediascopeAll/San_Diego_City_Wire.png,2026-06-20 22:04:13,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Sangamon Sun,http://sangamonsun.com,mediascopeAll/Sangamon_Sun.png,2026-06-20 19:32:49,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Savannah Standard,http://savannahstandard.com,mediascopeAll/Savannah_Standard.png,2026-06-20 20:54:37,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Save Us Now,http://saveusnow.org.uk,mediascopeAll/Save_Us_Now.png,2026-06-20 20:16:40,United Kingdom,LOW,,RIGHT,Questionable Source,LOW
Scranton Reporter,http://scrantonreporter.com,mediascopeAll/Scranton_Reporter.png,2026-06-20 21:52:14,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
SebGorka,http://SebGorka.com,mediascopeAll/SebGorka.png,2026-06-20 21:16:58,USA,LOW,,EXTREME RIGHT,Questionable Source,LOW
Secure America Now,http://www.secureamericanow.org,mediascopeAll/Secure_America_Now.png,2026-06-20 21:27:26,USA,MIXED,,RIGHT,Questionable Source,MIXED
Seekr,http://seekr.com,mediascopeAll/Seekr.png,2026-06-20 21:41:44,USA,MIXED,,LEAST BIASED,Questionable Source,MIXED
Shelby Reporter,http://shelbyreporter.com,mediascopeAll/Shelby_Reporter.png,2026-06-20 19:32:14,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Shenango Valley News,http://shenangovalleynews.com,mediascopeAll/Shenango_Valley_News.png,2026-06-20 21:18:02,USA,MIXED,,RIGHT-CENTER,Questionable Source,MIXED
Shockya News,http://shockya.com,mediascopeAll/Shockya_News.png,2026-06-20 20:55:06,USA,LOW,,RIGHT,Questionable Source,LOW
Sick Chirpse,http://www.sickchirpse.com,mediascopeAll/Sick_Chirpse.png,2026-06-20 20:11:13,United Kingdom,VERY LOW,,UNRATED,Questionable Source,LOW
