media_name,url,image_path,timestamp,country,factuality,trustworthiness,bias_rating,MBFC_source
Daily Everett,http://dailyeverett.com,mediascopeAll/Daily_Everett.png,2026-06-20 21:55:04,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Flower Mound,http://dailyflowermound.com,mediascopeAll/Daily_Flower_Mound.png,2026-06-20 22:19:18,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Fond du Lac,http://dailyfonddulac.com,mediascopeAll/Daily_Fond_du_Lac.png,2026-06-20 20:41:03,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Frederick,http://dailyfrederick.com,mediascopeAll/Daily_Frederick.png,2026-06-20 19:33:31,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Green Bay,http://dailygreenbay.com,mediascopeAll/Daily_Green_Bay.png,2026-06-20 20:23:34,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Janesville,http://dailyjanesville.com,mediascopeAll/Daily_Janesville.png,2026-06-20 21:00:44,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Johnson City,http://dailyjohnsoncity.com,mediascopeAll/Daily_Johnson_City.png,2026-06-20 21:26:16,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Kennewick,http://dailykennewick.com,mediascopeAll/Daily_Kennewick.png,2026-06-20 20:41:50,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Kenosha,http://dailykenosha.com,mediascopeAll/Daily_Kenosha.png,2026-06-20 20:40:53,USA,MIXED,,LEAST BIASED,Questionable Source
Daily League City,http://dailyleaguecity.com,mediascopeAll/Daily_League_City.png,2026-06-20 20:20:24,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Longview,http://dailylongview.com,mediascopeAll/Daily_Longview.png,2026-06-20 21:49:41,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Lubbock,http://dailylubbock.com,mediascopeAll/Daily_Lubbock.png,2026-06-20 22:24:06,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Lynchburg,http://dailylynchburg.com,mediascopeAll/Daily_Lynchburg.png,2026-06-20 19:53:08,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Marysville,http://dailymarysville.com,mediascopeAll/Daily_Marysville.png,2026-06-20 21:54:05,USA,MIXED,,LEAST BIASED,Questionable Source
Daily McAllen,http://dailymcallen.com,mediascopeAll/Daily_McAllen.png,2026-06-20 19:36:27,USA,MIXED,,LEAST BIASED,Questionable Source
Daily McKinney,http://dailymckinney.com,mediascopeAll/Daily_McKinney.png,2026-06-20 21:03:26,USA,MIXED,,LEAST BIASED,Questionable Source
Daily New Braunfels,http://dailynewbraunfels.com,mediascopeAll/Daily_New_Braunfels.png,2026-06-20 19:12:41,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Newport News,http://dailynewportnews.com,mediascopeAll/Daily_Newport_News.png,2026-06-20 20:06:30,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Ogden,http://dailyogden.com,mediascopeAll/Daily_Ogden.png,2026-06-20 19:41:53,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Olympia,http://dailyolympia.com,mediascopeAll/Daily_Olympia.png,2026-06-20 20:14:45,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Orem,http://dailyorem.com,mediascopeAll/Daily_Orem.png,2026-06-20 21:56:17,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Provo,http://dailyprovo.com,mediascopeAll/Daily_Provo.png,2026-06-20 21:11:43,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Puyallup,http://dailypuyallup.com,mediascopeAll/Daily_Puyallup.png,2026-06-20 19:31:51,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Racine,http://dailyracine.com,mediascopeAll/Daily_Racine.png,2026-06-20 22:01:20,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Richmond,http://dailyrichmondnews.com,mediascopeAll/Daily_Richmond.png,2026-06-20 20:42:57,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Roanoke,http://dailyroanoke.com,mediascopeAll/Daily_Roanoke.png,2026-06-20 20:36:37,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Round Rock,http://dailyroundrock.com,mediascopeAll/Daily_Round_Rock.png,2026-06-20 19:58:11,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Spokane,http://dailyspokanenews.com,mediascopeAll/Daily_Spokane.png,2026-06-20 21:41:53,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Spokane Valley,http://dailyspokanevalley.com,mediascopeAll/Daily_Spokane_Valley.png,2026-06-20 19:12:03,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Tacoma,http://dailytacoma.com,mediascopeAll/Daily_Tacoma.png,2026-06-20 20:33:28,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Waco,http://dailywaco.com,mediascopeAll/Daily_Waco.png,2026-06-20 21:19:06,USA,MIXED,,LEAST BIASED,Questionable Source
Daily Yakima,http://dailyyakima.com,mediascopeAll/Daily_Yakima.png,2026-06-20 21:24:30,USA,MIXED,,LEAST BIASED,Questionable Source
Dakota Times,http://dakotatimes.com,mediascopeAll/Dakota_Times.png,2026-06-20 19:33:45,USA,MIXED,,RIGHT-CENTER,Questionable Source
Dallas City Wire,http://dallascitywire.com,mediascopeAll/Dallas_City_Wire.png,2026-06-20 20:28:07,USA,MIXED,,RIGHT-CENTER,Questionable Source
Dauphin News,http://dauphinnews.com,mediascopeAll/Dauphin_News.png,2026-06-20 19:30:30,USA,MIXED,,RIGHT-CENTER,Questionable Source
DavidHarrisJr,http://DavidHarrisJr.com,mediascopeAll/DavidHarrisJr.png,2026-06-20 19:16:52,USA,LOW,,EXTREME RIGHT,Questionable Source
Davis Times,http://davistimes.com,mediascopeAll/Davis_Times.png,2026-06-20 19:46:08,USA,MIXED,,RIGHT-CENTER,Questionable Source
DeKalb GA News,http://dekalbganews.com,mediascopeAll/DeKalb_GA_News.png,2026-06-20 21:24:42,USA,MIXED,,RIGHT-CENTER,Questionable Source
DeSantis Daily,http://desantisdaily.com,mediascopeAll/DeSantis_Daily.png,2026-06-20 22:12:01,USA,MIXED,,RIGHT,Questionable Source
Declassified with Julie Kelly,http://declassified.live,mediascopeAll/Declassified_with_Julie_Kelly.png,2026-06-20 22:11:12,USA,LOW,,RIGHT,Questionable Source
Deep State Watch,http://deepstatewatch.com,mediascopeAll/Deep_State_Watch.png,2026-06-20 19:50:26,USA,LOW,,EXTREME RIGHT,Questionable Source
Def-Con News,http://defconnews.com,mediascopeAll/Def-Con_News.png,2026-06-20 22:08:20,USA,LOW,,RIGHT,Questionable Source
Defending The Republic,http://defendingtherepublic.org,mediascopeAll/Defending_The_Republic.png,2026-06-20 21:38:12,USA,VERY LOW,,EXTREME RIGHT,Questionable Source
Defiant America,http://defiantamerica.com,mediascopeAll/Defiant_America.png,2026-06-20 21:11:16,USA,LOW,,EXTREME RIGHT,Questionable Source
DemState,http://Demstate.com,mediascopeAll/DemState.png,2026-06-20 19:02:22,Unknown,LOW,,RIGHT-CENTER,Questionable Source
Democratic National Committee (DNC),http://democrats.org,mediascopeAll/Democratic_National_Committee_DNC.png,2026-06-20 19:13:49,USA,MIXED,,LEFT,Questionable Source
DennisPrager,http://DennisPrager.com,mediascopeAll/DennisPrager.png,2026-06-20 19:44:20,USA,LOW,,RIGHT,Questionable Source
Department of Homeland Security,http://dhs.gov,mediascopeAll/Department_of_Homeland_Security.png,2026-06-20 21:27:53,USA,LOW,,RIGHT,Questionable Source
Der Status,http://derstatus.at,mediascopeAll/Der_Status.png,2026-06-20 19:02:34,Austria,LOW,,EXTREME RIGHT,Questionable Source
DiamondandSilkinc,http://DiamondandSilkinc.com,mediascopeAll/DiamondandSilkinc.png,2026-06-20 21:06:40,USA,LOW,,RIGHT,Questionable Source
Discover the Networks,http://www.discoverthenetworks.org,mediascopeAll/Discover_the_Networks.png,2026-06-20 20:34:00,USA,LOW,,RIGHT,Questionable Source
Disinformation Social Media Alliance,http://disa.org,mediascopeAll/Disinformation_Social_Media_Alliance.png,2026-06-20 19:02:38,Unknown,MIXED,,LEAST BIASED,Questionable Source
Disntr,http://disntr.com,mediascopeAll/Disntr.png,2026-06-20 21:24:49,USA,MIXED,,RIGHT,Questionable Source
Dnepr-news,http://Dnepr-news.ru,mediascopeAll/Dnepr-news.png,2026-06-20 20:54:45,Russia,VERY LOW,,RIGHT,Questionable Source
Dneprodzerzhinsk-News,http://Dneprodzerzhinsk-News.ru,mediascopeAll/Dneprodzerzhinsk-News.png,2026-06-20 19:10:54,Russia,VERY LOW,,RIGHT,Questionable Source
Donbass Center,http://donbass.center,mediascopeAll/Donbass_Center.png,2026-06-20 20:31:02,Russia,VERY LOW,,RIGHT,Questionable Source
Donetsk-News,http://Donetsk-News.ru,mediascopeAll/Donetsk-News.png,2026-06-20 19:28:04,Russia,VERY LOW,,RIGHT,Questionable Source
Dorchester Today,http://dorchestertoday.com,mediascopeAll/Dorchester_Today.png,2026-06-20 22:26:17,USA,MIXED,,RIGHT-CENTER,Questionable Source
Download,http://Download.News,mediascopeAll/Download.png,2026-06-20 22:12:02,USA,VERY LOW,,EXTREME RIGHT,Questionable Source
Druthers,http://druthers.net,mediascopeAll/Druthers.png,2026-06-20 21:51:12,Canada,LOW,,EXTREME RIGHT,Questionable Source
Dzen,http://Dzen.ru,mediascopeAll/Dzen.png,2026-06-20 22:05:49,Russia,MIXED,,RIGHT-CENTER,Questionable Source
EC Mississippi News,http://ecmissnews.com,mediascopeAll/EC_Mississippi_News.png,2026-06-20 19:10:05,USA,MIXED,,RIGHT-CENTER,Questionable Source
East Alameda News,http://eastalamedanews.com,mediascopeAll/East_Alameda_News.png,2026-06-20 21:15:26,USA,MIXED,,RIGHT-CENTER,Questionable Source
East Central Texas News,http://ectexasnews.com,mediascopeAll/East_Central_Texas_News.png,2026-06-20 19:18:24,USA,MIXED,,RIGHT-CENTER,Questionable Source
East DFW News,http://eastdfwnews.com,mediascopeAll/East_DFW_News.png,2026-06-20 20:05:54,USA,MIXED,,RIGHT-CENTER,Questionable Source
East Houston News,http://easthoustonnews.com,mediascopeAll/East_Houston_News.png,2026-06-20 22:28:11,USA,MIXED,,RIGHT-CENTER,Questionable Source
East Iowa News,http://eciowanews.com,mediascopeAll/East_Iowa_News.png,2026-06-20 20:25:16,USA,MIXED,,RIGHT-CENTER,Questionable Source
East RGV News,http://eastrgvnews.com,mediascopeAll/East_RGV_News.png,2026-06-20 21:08:15,USA,MIXED,,RIGHT-CENTER,Questionable Source
East SLC News,http://eastslcnews.com,mediascopeAll/East_SLC_News.png,2026-06-20 21:31:33,USA,MIXED,,RIGHT-CENTER,Questionable Source
East Ventura News,http://eastventuranews.com,mediascopeAll/East_Ventura_News.png,2026-06-20 19:38:48,USA,MIXED,,RIGHT-CENTER,Questionable Source
El Paso Standard,http://elpasostandard.com,mediascopeAll/El_Paso_Standard.png,2026-06-20 21:26:28,USA,MIXED,,RIGHT-CENTER,Questionable Source
En-volve,http://en-volve.com,mediascopeAll/En-volve.png,2026-06-20 20:55:58,USA,VERY,,EXTREME RIGHT,Questionable Source
End the Fed,http://endthefed.org,mediascopeAll/End_the_Fed.png,2026-06-20 21:06:05,USA,LOW,,RIGHT,Questionable Source
Erie County Times,http://eriecotimes.com,mediascopeAll/Erie_County_Times.png,2026-06-20 19:17:28,USA,MIXED,,RIGHT-CENTER,Questionable Source
Evie Magazine,http://eviemagazine.com,mediascopeAll/Evie_Magazine.png,2026-06-20 21:59:53,USA,LOW,,EXTREME RIGHT,Questionable Source
Evil,http://Evil.News,mediascopeAll/Evil.png,2026-06-20 20:43:46,USA,LOW,,EXTREME RIGHT,Questionable Source
FDA Health News,http://fdahealthnews.com,mediascopeAll/FDA_Health_News.png,2026-06-20 21:44:03,USA,MIXED,,RIGHT-CENTER,Questionable Source
FT Wayne Times,http://ftwaynetimes.com,mediascopeAll/FT_Wayne_Times.png,2026-06-20 21:22:47,USA,MIXED,,RIGHT-CENTER,Questionable Source
Facts,http://Facts.Net,mediascopeAll/Facts.png,2026-06-20 19:03:08,Unknown,MIXED,,LEAST BIASED,Questionable Source
Family Policy Alliance,http://familypolicyalliance.com,mediascopeAll/Family_Policy_Alliance.png,2026-06-20 20:01:50,USA,LOW,,EXTREME RIGHT,Questionable Source
Family Research Council,http://www.frc.org,mediascopeAll/Family_Research_Council.png,2026-06-20 21:15:55,USA,LOW,,EXTREME RIGHT,Questionable Source
Fars News Agency,http://farsnews.ir,mediascopeAll/Fars_News_Agency.png,2026-06-20 21:57:01,Iran,MIXED,,LEFT-CENTER,Questionable Source
Fdesouche,http://fdesouche.com,mediascopeAll/Fdesouche.png,2026-06-20 20:35:51,France,MIXED,,RIGHT,Questionable Source
Federal Newswire,http://thefederalnewswire.com,mediascopeAll/Federal_Newswire.png,2026-06-20 19:59:51,USA,MIXED,,RIGHT-CENTER,Questionable Source
Filming Cops,http://filmingcops.com,mediascopeAll/Filming_Cops.png,2026-06-20 21:20:11,USA,MIXED,,LEFT,Questionable Source
First in Freedom Daily,http://firstinfreedomdaily.com,mediascopeAll/First_in_Freedom_Daily.png,2026-06-21 17:46:11,USA,MIXED,,RIGHT,Questionable Source
Five Nation,http://fivenation.com,mediascopeAll/Five_Nation.png,2026-06-20 19:37:43,USA,LOW,,RIGHT,Questionable Source
Forbidden News Network,http://bannedbook.org,mediascopeAll/Forbidden_News_Network.png,2026-06-20 19:03:50,Unknown,MIXED,,RIGHT,Questionable Source
Foreign Policy Initiative,http://www.foreignpolicyi.org,mediascopeAll/Foreign_Policy_Initiative.png,2026-06-20 20:57:24,,,,UNRATED,Questionable Source
Foundation for Freedom Online,http://foundationforfreedomonline.com,mediascopeAll/Foundation_for_Freedom_Online.png,2026-06-20 20:29:30,USA,MIXED,,RIGHT,Questionable Source
Fox News,http://www.foxnews.com,mediascopeAll/Fox_News.png,2026-06-20 20:55:00,USA,LOW,,RIGHT,Questionable Source
Frank Speech,http://frankspeech.com,mediascopeAll/Frank_Speech.png,2026-06-20 20:04:19,USA,VERY LOW,,RIGHT,Questionable Source
Franklin Daily News,http://franklindailynews.com,mediascopeAll/Franklin_Daily_News.png,2026-06-20 20:08:17,USA,MIXED,,LEAST BIASED,Questionable Source
Free West Media,http://freewestmedia.com,mediascopeAll/Free_West_Media.png,2026-06-20 20:40:38,Sweden,MIXED,,RIGHT,Questionable Source
Fria Tider (Free Times),http://friatider.se,mediascopeAll/Fria_Tider_Free_Times.png,2026-06-20 21:11:56,Sweden,LOW,,EXTREME RIGHT,Questionable Source
FrontPage Magazine,http://www.frontpagemag.com,mediascopeAll/FrontPage_Magazine.png,2026-06-20 22:13:24,USA,LOW,,EXTREME RIGHT,Questionable Source
GAB News,http://news.gab.com,mediascopeAll/GAB_News.png,2026-06-20 19:50:57,USA,LOW,,EXTREME RIGHT,Questionable Source
GB News UK,http://gbnews.uk,mediascopeAll/GB_News_UK.png,2026-06-20 19:47:12,United Kingdom,MIXED,,RIGHT,Questionable Source
GOPUSA,http://www.gopusa.com,mediascopeAll/GOPUSA.png,2026-06-20 20:26:22,USA,MIXED,,RIGHT,Questionable Source
GOP Daily Brief,http://gopdailybrief.com,mediascopeAll/GOP_Daily_Brief.png,2026-06-20 19:43:30,USA,MIXED,,RIGHT,Questionable Source
Gays Against Groomers,http://gaysagainstgroomers.com,mediascopeAll/Gays_Against_Groomers.png,2026-06-20 21:52:23,USA,LOW,,EXTREME RIGHT,Questionable Source
Gazeta,http://Gazeta.ru,mediascopeAll/Gazeta.png,2026-06-20 22:08:45,Russia,MIXED,,RIGHT-CENTER,Questionable Source
Geller Report,http://pamelageller.com,mediascopeAll/Geller_Report.png,2026-06-20 22:00:41,USA,LOW,,EXTREME RIGHT,Questionable Source
Georgia Record,http://georgiarecord.com,mediascopeAll/Georgia_Record.png,2026-06-20 19:33:55,USA,LOW,,EXTREME RIGHT,Questionable Source
Ghost,http://Ghost.Report,mediascopeAll/Ghost.png,2026-06-20 21:45:16,USA,MIXED,,RIGHT,Questionable Source
Global Fact Checking Network,http://globalfactchecking.com,mediascopeAll/Global_Fact_Checking_Network.png,2026-06-20 22:03:41,Russia,MIXED,,RIGHT-CENTER,Questionable Source
Good Day Amarillo,http://gooddayamarillo.com,mediascopeAll/Good_Day_Amarillo.png,2026-06-20 20:33:26,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Appleton,http://gooddayappleton.com,mediascopeAll/Good_Day_Appleton.png,2026-06-20 20:39:10,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Beaumont,http://gooddaybeaumont.com,mediascopeAll/Good_Day_Beaumont.png,2026-06-20 19:49:26,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Billings,http://gooddaybillings.com,mediascopeAll/Good_Day_Billings.png,2026-06-20 22:03:31,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Brownsville,http://gooddaybrownsville.com,mediascopeAll/Good_Day_Brownsville.png,2026-06-20 21:02:51,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Bryan,http://gooddaybryan.com,mediascopeAll/Good_Day_Bryan.png,2026-06-20 20:21:47,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Casper,http://gooddaycasper.com,mediascopeAll/Good_Day_Casper.png,2026-06-20 20:05:59,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Cheyenne,http://gooddaycheyenne.com,mediascopeAll/Good_Day_Cheyenne.png,2026-06-20 19:18:10,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Conroe,http://gooddayconroe.com,mediascopeAll/Good_Day_Conroe.png,2026-06-20 22:02:39,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Corpus Christi,http://gooddaycorpuschristi.com,mediascopeAll/Good_Day_Corpus_Christi.png,2026-06-20 21:38:26,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Eau Claire,http://gooddayeauclaire.com,mediascopeAll/Good_Day_Eau_Claire.png,2026-06-20 20:22:58,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Edinburg,http://gooddayedinburg.com,mediascopeAll/Good_Day_Edinburg.png,2026-06-20 20:08:29,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Fort Collins,http://gooddayfortcollins.com,mediascopeAll/Good_Day_Fort_Collins.png,2026-06-20 20:26:18,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Georgetown,http://gooddaygeorgetown.com,mediascopeAll/Good_Day_Georgetown.png,2026-06-20 19:52:33,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Gillette,http://gooddaygillette.com,mediascopeAll/Good_Day_Gillette.png,2026-06-20 19:12:15,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Killeen,http://gooddaykilleen.com,mediascopeAll/Good_Day_Killeen.png,2026-06-20 22:27:26,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day La Crosse,http://gooddaylacrosse.com,mediascopeAll/Good_Day_La_Crosse.png,2026-06-20 20:38:54,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Laramie,http://gooddaylaramie.com,mediascopeAll/Good_Day_Laramie.png,2026-06-20 20:04:32,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Longview,http://gooddaylongview.com,mediascopeAll/Good_Day_Longview.png,2026-06-20 19:42:39,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Midland,http://gooddaymidland.com,mediascopeAll/Good_Day_Midland.png,2026-06-20 20:03:06,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Mission,http://gooddaymission.com,mediascopeAll/Good_Day_Mission.png,2026-06-20 21:30:34,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Odessa,http://gooddayodessa.com,mediascopeAll/Good_Day_Odessa.png,2026-06-20 19:57:29,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Oshkosh,http://gooddayoshkosh.com,mediascopeAll/Good_Day_Oshkosh.png,2026-06-20 21:23:06,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Pasco,http://gooddaypasco.com,mediascopeAll/Good_Day_Pasco.png,2026-06-20 20:21:59,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Port Angeles,http://gooddayportangeles.com,mediascopeAll/Good_Day_Port_Angeles.png,2026-06-20 19:37:33,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Pullman,http://gooddaypullman.com,mediascopeAll/Good_Day_Pullman.png,2026-06-20 19:15:28,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Richland,http://gooddayrichland.com,mediascopeAll/Good_Day_Richland.png,2026-06-20 20:24:59,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Rock Springs,http://gooddayrocksprings.com,mediascopeAll/Good_Day_Rock_Springs.png,2026-06-20 22:30:50,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Sheridan,http://gooddaysheridan.com,mediascopeAll/Good_Day_Sheridan.png,2026-06-20 21:28:15,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Temple,http://gooddaytemple.com,mediascopeAll/Good_Day_Temple.png,2026-06-20 19:34:13,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Tyler,http://gooddaytyler.com,mediascopeAll/Good_Day_Tyler.png,2026-06-20 19:53:46,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Vancouver,http://gooddayvancouver.com,mediascopeAll/Good_Day_Vancouver.png,2026-06-20 21:39:24,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Walla Walla,http://gooddaywallawalla.com,mediascopeAll/Good_Day_Walla_Walla.png,2026-06-20 22:19:59,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Waukesha,http://gooddaywaukesha.com,mediascopeAll/Good_Day_Waukesha.png,2026-06-20 20:09:44,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Wenatchee,http://gooddaywenatchee.com,mediascopeAll/Good_Day_Wenatchee.png,2026-06-20 21:16:35,USA,MIXED,,LEAST BIASED,Questionable Source
Good Day Wichita Falls,http://gooddaywichitafalls.com,mediascopeAll/Good_Day_Wichita_Falls.png,2026-06-20 21:54:26,USA,MIXED,,LEAST BIASED,Questionable Source
Gop.gov House Republicans,http://gop.gov,mediascopeAll/Gop.gov_House_Republicans.png,2026-06-20 19:41:03,USA,MIXED,,RIGHT,Questionable Source
Greenville Leader,http://greenvilleleader.com,mediascopeAll/Greenville_Leader.png,2026-06-20 19:20:43,USA,MIXED,,RIGHT-CENTER,Questionable Source
Gript,http://Gript.ie,mediascopeAll/Gript.png,2026-06-20 21:59:03,Ireland,MIXED,,RIGHT,Questionable Source
Grozny News,http://grozny-news.net,mediascopeAll/Grozny_News.png,2026-06-20 20:26:41,Russia,VERY LOW,,RIGHT,Questionable Source
Grunge,http://Grunge.com,mediascopeAll/Grunge.png,2026-06-20 21:32:48,USA,MIXED,,LEFT-CENTER,Questionable Source
Gulf News,http://gulfnews.com,mediascopeAll/Gulf_News.png,2026-06-20 21:27:34,United Arab Emirates,MIXED,,RIGHT,Questionable Source
Hagmann Report,http://hagmannreport.com,mediascopeAll/Hagmann_Report.png,2026-06-20 20:53:46,USA,LOW,,EXTREME RIGHT,Questionable Source
Hal Turner Radio Show,http://halturnerradioshow.com,mediascopeAll/Hal_Turner_Radio_Show.png,2026-06-20 21:59:34,USA,VERY LOW,,EXTREME RIGHT,Questionable Source
Hamilton Reporter,http://hamiltonreporter.com,mediascopeAll/Hamilton_Reporter.png,2026-06-20 19:40:49,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hampton Morning News,http://hamptonmorningnews.com,mediascopeAll/Hampton_Morning_News.png,2026-06-20 22:31:24,USA,MIXED,,LEAST BIASED,Questionable Source
Hannity,http://Hannity.com,mediascopeAll/Hannity.png,2026-06-20 19:24:48,USA,LOW,,EXTREME RIGHT,Questionable Source
Happy Valley Times,http://happyvalleytimes.com,mediascopeAll/Happy_Valley_Times.png,2026-06-20 20:41:21,USA,MIXED,,RIGHT-CENTER,Questionable Source
Harbingers Daily,http://harbingersdaily.com,mediascopeAll/Harbingers_Daily.png,2026-06-20 19:47:11,USA,LOW,,EXTREME RIGHT,Questionable Source
Head Topics,http://headtopics.com,mediascopeAll/Head_Topics.png,2026-06-20 19:04:59,Unknown,MIXED,,LEFT-CENTER,Questionable Source
Headline USA,http://headlineusa.com,mediascopeAll/Headline_USA.png,2026-06-20 21:40:44,USA,MIXED,,RIGHT,Questionable Source
Health Insider,http://healthinsider.news,mediascopeAll/Health_Insider.png,2026-06-20 21:52:09,USA,MIXED,,LEAST BIASED,Questionable Source
Here is the Evidence,http://hereistheevidence.com,mediascopeAll/Here_is_the_Evidence.png,2026-06-20 19:15:59,United Kingdom,LOW,,RIGHT,Questionable Source
Hidalgo Daily Post,http://hidalgodailypost.com,mediascopeAll/Hidalgo_Daily_Post.png,2026-06-20 19:05:02,Unknown,MIXED,,LEFT-CENTER,Questionable Source
Hogg Watch,http://www.hoggwatch.com,mediascopeAll/Hogg_Watch.png,2026-06-20 20:38:24,USA,LOW,,EXTREME RIGHT,Questionable Source
Holland Reporter,http://hollandreporter.com,mediascopeAll/Holland_Reporter.png,2026-06-20 20:26:52,USA,MIXED,,RIGHT-CENTER,Questionable Source
Hopkinsville Times,http://hopkinsvilletimes.com,mediascopeAll/Hopkinsville_Times.png,2026-06-20 21:15:14,USA,MIXED,,RIGHT-CENTER,Questionable Source
Huckabee Post,http://huckabeepost.substack.com,mediascopeAll/Huckabee_Post.png,2026-06-20 21:00:57,USA,LOW,,RIGHT,Questionable Source
I Hate the Media,http://www.ihatethemedia.com,mediascopeAll/I_Hate_the_Media.png,2026-06-20 19:05:48,USA,LOW,,RIGHT,Questionable Source
Il Primato Nazionale,http://ilprimatonazionale.it,mediascopeAll/Il_Primato_Nazionale.png,2026-06-20 21:41:32,Italy,MIXED,,RIGHT,Questionable Source
Illegal Alien Crime Report,http://www.illegalaliencrimereport.com,mediascopeAll/Illegal_Alien_Crime_Report.png,2026-06-20 22:08:46,USA,MIXED,,EXTREME RIGHT,Questionable Source
Independent Minute,http://independentminute.com,mediascopeAll/Independent_Minute.png,2026-06-20 19:35:08,,,,RIGHT,Questionable Source
Independent Sentinel,http://www.independentsentinel.com,mediascopeAll/Independent_Sentinel.png,2026-06-20 19:13:23,USA,LOW,,RIGHT,Questionable Source
InfoGalactic,http://infogalactic.com,mediascopeAll/InfoGalactic.png,2026-06-21 17:43:52,Switzerland,LOW,,EXTREME RIGHT,Questionable Source
Information Liberation,http://www.informationliberation.com,mediascopeAll/Information_Liberation.png,2026-06-20 19:57:54,USA,LOW,,EXTREME RIGHT,Questionable Source
Informer – Serbia,http://informer.rs,mediascopeAll/Informer_Serbia.png,2026-06-20 20:28:04,Serbia,MIXED,,RIGHT,Questionable Source
Ingushetiya News,http://ingushetiya-news.net,mediascopeAll/Ingushetiya_News.png,2026-06-20 20:33:40,Russia,VERY LOW,,RIGHT,Questionable Source
Inland NW Report,http://inlandnwreport.com,mediascopeAll/Inland_NW_Report.png,2026-06-20 20:38:49,USA,VERY LOW,,EXTREME RIGHT,Questionable Source
Inner Strength Zone,http://innerstrength.zone,mediascopeAll/Inner_Strength_Zone.png,2026-06-20 20:10:20,Canada,MIXED,,UNRATED,Questionable Source
Instapundit,http://instapundit.com,mediascopeAll/Instapundit.png,2026-06-20 20:41:27,USA,MIXED,,RIGHT,Questionable Source
Institute for Historical Review (IHR),http://ihr.org,mediascopeAll/Institute_for_Historical_Review_IHR.png,2026-06-20 20:35:03,USA,VERY LOW,,EXTREME RIGHT,Questionable Source
Intelli,http://Intelli.News,mediascopeAll/Intelli.png,2026-06-20 19:06:19,Unknown,MIXED,,LEAST BIASED,Questionable Source
International Organization for the Family (IOF),http://profam.org,mediascopeAll/International_Organization_for_the_Family_IOF.png,2026-06-20 20:46:23,USA,LOW,,EXTREME RIGHT,Questionable Source
